,PC1,PC2
media,0.1740894162642315,0.1465290887803292
desvio_padrao,-0.06063528830215936,-0.776542629710708
fracao_0_500,0.5564245889025217,-0.1728537256691686
fracao_500_1000,-0.5131497749725089,0.1273830450086134
fracao_1000_2000,-0.5018804193480569,0.21974011886580538
fracao_2000_4000,-0.3757675703711466,-0.5302076950692513
