classe,arquivo,analise,representacao,silhouette
Healthy,preprocess_Reading1.dat,Temporal + espectral,Características completas,0.2947212090647724
Healthy,preprocess_Reading2.dat,Temporal + espectral,Características completas,0.40647088724197045
Healthy,preprocess_Reading3.dat,Temporal + espectral,Características completas,0.4856436251131991
Healthy,preprocess_Reading4.dat,Temporal + espectral,Características completas,0.5861831588908785
Healthy,preprocess_Reading5.dat,Temporal + espectral,Características completas,0.5383254461010583
Healthy,preprocess_Reading6.dat,Temporal + espectral,Características completas,0.5967475108909569
Healthy,preprocess_Reading7.dat,Temporal + espectral,Características completas,0.5750105503720963
Healthy,preprocess_Reading8.dat,Temporal + espectral,Características completas,0.44867720267455913
Healthy,preprocess_Reading9.dat,Temporal + espectral,Características completas,0.5874224322209864
Healthy,preprocess_Reading10.dat,Temporal + espectral,Características completas,0.6589937502452218
Healthy,preprocess_Reading11.dat,Temporal + espectral,Características completas,0.5757411455257233
Healthy,preprocess_Reading12.dat,Temporal + espectral,Características completas,0.6396317975484196
Healthy,preprocess_Reading13.dat,Temporal + espectral,Características completas,0.5021319682193666
Healthy,preprocess_Reading14.dat,Temporal + espectral,Características completas,0.45008579961462
Healthy,preprocess_Reading15.dat,Temporal + espectral,Características completas,0.6453724001800362
Healthy,preprocess_Reading16.dat,Temporal + espectral,Características completas,0.457980617089789
Healthy,preprocess_Reading17.dat,Temporal + espectral,Características completas,0.5877324515841247
Healthy,preprocess_Reading18.dat,Temporal + espectral,Características completas,0.5883964468479101
Healthy,preprocess_Reading19.dat,Temporal + espectral,Características completas,0.6021878670945836
Healthy,preprocess_Reading20.dat,Temporal + espectral,Características completas,0.6490561133375944
Healthy,preprocess_Reading21.dat,Temporal + espectral,Características completas,0.5318908001370195
Healthy,preprocess_Reading22.dat,Temporal + espectral,Características completas,0.6725510914883887
Healthy,preprocess_Reading23.dat,Temporal + espectral,Características completas,0.5938147330949171
Healthy,preprocess_Reading24.dat,Temporal + espectral,Características completas,0.6253842709468306
Healthy,preprocess_Reading25.dat,Temporal + espectral,Características completas,0.697408267246957
Healthy,preprocess_Reading26.dat,Temporal + espectral,Características completas,0.5515269974528799
Healthy,preprocess_Reading27.dat,Temporal + espectral,Características completas,0.552466414322495
Healthy,preprocess_Reading28.dat,Temporal + espectral,Características completas,0.5669850094651122
Healthy,preprocess_Reading29.dat,Temporal + espectral,Características completas,0.45446789197211374
Healthy,preprocess_Reading30.dat,Temporal + espectral,Características completas,0.5907957237500465
Healthy,preprocess_Reading31.dat,Temporal + espectral,Características completas,0.6596534147504913
Healthy,preprocess_Reading32.dat,Temporal + espectral,Características completas,0.5979208250372627
Healthy,preprocess_Reading33.dat,Temporal + espectral,Características completas,0.426950668402322
Healthy,preprocess_Reading34.dat,Temporal + espectral,Características completas,0.41545282374367887
Healthy,preprocess_Reading35.dat,Temporal + espectral,Características completas,0.4327301653881374
Healthy,preprocess_Reading36.dat,Temporal + espectral,Características completas,0.6166382974280662
Healthy,preprocess_Reading37.dat,Temporal + espectral,Características completas,0.6429995024048161
Healthy,preprocess_Reading38.dat,Temporal + espectral,Características completas,0.31599095705972413
Healthy,preprocess_Reading39.dat,Temporal + espectral,Características completas,0.6372413766164284
Healthy,preprocess_Reading40.dat,Temporal + espectral,Características completas,0.6760591479622183
Healthy,preprocess_Reading41.dat,Temporal + espectral,Características completas,0.6033898175524723
Healthy,preprocess_Reading42.dat,Temporal + espectral,Características completas,0.4257261132318979
Healthy,preprocess_Reading43.dat,Temporal + espectral,Características completas,0.5146811509678575
Healthy,preprocess_Reading44.dat,Temporal + espectral,Características completas,0.6721061460587529
Healthy,preprocess_Reading45.dat,Temporal + espectral,Características completas,0.6219658022666104
Healthy,preprocess_Reading46.dat,Temporal + espectral,Características completas,0.6707630146226847
Healthy,preprocess_Reading47.dat,Temporal + espectral,Características completas,0.5454671559500713
Healthy,preprocess_Reading48.dat,Temporal + espectral,Características completas,0.6746977958086328
Healthy,preprocess_Reading49.dat,Temporal + espectral,Características completas,0.6191769037689809
Healthy,preprocess_Reading50.dat,Temporal + espectral,Características completas,0.6578141449798863
Healthy,preprocess_Reading51.dat,Temporal + espectral,Características completas,0.4349195468031204
Healthy,preprocess_Reading52.dat,Temporal + espectral,Características completas,0.6115617386527049
Healthy,preprocess_Reading53.dat,Temporal + espectral,Características completas,0.5804992563347413
Healthy,preprocess_Reading54.dat,Temporal + espectral,Características completas,0.6411117994834494
Healthy,preprocess_Reading55.dat,Temporal + espectral,Características completas,0.513276220760264
Healthy,preprocess_Reading56.dat,Temporal + espectral,Características completas,0.45953046763175454
Healthy,preprocess_Reading57.dat,Temporal + espectral,Características completas,0.6510846135990628
Healthy,preprocess_Reading58.dat,Temporal + espectral,Características completas,0.6430151088879058
Healthy,preprocess_Reading59.dat,Temporal + espectral,Características completas,0.5686052024289195
Healthy,preprocess_Reading60.dat,Temporal + espectral,Características completas,0.641807616332057
Healthy,preprocess_Reading61.dat,Temporal + espectral,Características completas,0.6600546541326254
Healthy,preprocess_Reading62.dat,Temporal + espectral,Características completas,0.49004702159358027
Healthy,preprocess_Reading63.dat,Temporal + espectral,Características completas,0.6360373018130949
Healthy,preprocess_Reading64.dat,Temporal + espectral,Características completas,0.5937906595740605
Healthy,preprocess_Reading65.dat,Temporal + espectral,Características completas,0.6077853873204123
Healthy,preprocess_Reading66.dat,Temporal + espectral,Características completas,0.6700828499815281
Healthy,preprocess_Reading67.dat,Temporal + espectral,Características completas,0.6415065335560127
Healthy,preprocess_Reading68.dat,Temporal + espectral,Características completas,0.6031873892165776
Healthy,preprocess_Reading69.dat,Temporal + espectral,Características completas,0.6511101015558038
Healthy,preprocess_Reading70.dat,Temporal + espectral,Características completas,0.5279232667292452
Healthy,preprocess_Reading71.dat,Temporal + espectral,Características completas,0.6706378137912269
Healthy,preprocess_Reading72.dat,Temporal + espectral,Características completas,0.5831172889907236
Healthy,preprocess_Reading73.dat,Temporal + espectral,Características completas,0.5707865875715775
Healthy,preprocess_Reading74.dat,Temporal + espectral,Características completas,0.5899664490152003
Healthy,preprocess_Reading75.dat,Temporal + espectral,Características completas,0.5192868024421247
Healthy,preprocess_Reading76.dat,Temporal + espectral,Características completas,0.2660708053278919
Healthy,preprocess_Reading77.dat,Temporal + espectral,Características completas,0.39506726360394456
Healthy,preprocess_Reading78.dat,Temporal + espectral,Características completas,0.5748013556541675
Healthy,preprocess_Reading79.dat,Temporal + espectral,Características completas,0.5813779706407168
Healthy,preprocess_Reading80.dat,Temporal + espectral,Características completas,0.5860828481511495
Healthy,preprocess_Reading81.dat,Temporal + espectral,Características completas,0.579107080455909
Healthy,preprocess_Reading82.dat,Temporal + espectral,Características completas,0.6267292943049745
Healthy,preprocess_Reading83.dat,Temporal + espectral,Características completas,0.5978511448933816
Healthy,preprocess_Reading84.dat,Temporal + espectral,Características completas,0.5151272911745254
Healthy,preprocess_Reading85.dat,Temporal + espectral,Características completas,0.5673699546263358
Healthy,preprocess_Reading86.dat,Temporal + espectral,Características completas,0.5862659091282236
Healthy,preprocess_Reading87.dat,Temporal + espectral,Características completas,0.578706268288153
Healthy,preprocess_Reading88.dat,Temporal + espectral,Características completas,0.6040370407016766
Healthy,preprocess_Reading89.dat,Temporal + espectral,Características completas,0.6823529583368126
Healthy,preprocess_Reading90.dat,Temporal + espectral,Características completas,0.5721786800823304
Healthy,preprocess_Reading91.dat,Temporal + espectral,Características completas,0.5935473881410139
Healthy,preprocess_Reading92.dat,Temporal + espectral,Características completas,0.5945654778932093
Healthy,preprocess_Reading93.dat,Temporal + espectral,Características completas,0.5813829639322704
Healthy,preprocess_Reading94.dat,Temporal + espectral,Características completas,0.5112639101880728
Healthy,preprocess_Reading95.dat,Temporal + espectral,Características completas,0.49049770922799757
Healthy,preprocess_Reading96.dat,Temporal + espectral,Características completas,0.3869784117329928
Healthy,preprocess_Reading97.dat,Temporal + espectral,Características completas,0.5284790175139018
Healthy,preprocess_Reading98.dat,Temporal + espectral,Características completas,0.4326955805744395
Healthy,preprocess_Reading99.dat,Temporal + espectral,Características completas,0.6448091728171705
Healthy,preprocess_Reading100.dat,Temporal + espectral,Características completas,0.6291372337752531
Healthy,preprocess_Reading101.dat,Temporal + espectral,Características completas,0.6706368921802668
Healthy,preprocess_Reading102.dat,Temporal + espectral,Características completas,0.5387056170772048
Healthy,preprocess_Reading103.dat,Temporal + espectral,Características completas,0.6458670774774923
Healthy,preprocess_Reading104.dat,Temporal + espectral,Características completas,0.43895233799286104
Healthy,preprocess_Reading105.dat,Temporal + espectral,Características completas,0.5455733166302996
Healthy,preprocess_Reading106.dat,Temporal + espectral,Características completas,0.5671871773406735
Healthy,preprocess_Reading107.dat,Temporal + espectral,Características completas,0.6948871971465089
Healthy,preprocess_Reading108.dat,Temporal + espectral,Características completas,0.6409322860570806
Healthy,preprocess_Reading109.dat,Temporal + espectral,Características completas,0.583626113627424
Healthy,preprocess_Reading110.dat,Temporal + espectral,Características completas,0.674480832575851
Healthy,preprocess_Reading111.dat,Temporal + espectral,Características completas,0.6550897596900814
Healthy,preprocess_Reading112.dat,Temporal + espectral,Características completas,0.6417871528636154
Healthy,preprocess_Reading113.dat,Temporal + espectral,Características completas,0.6080505795653884
Healthy,preprocess_Reading114.dat,Temporal + espectral,Características completas,0.6240486708369744
Healthy,preprocess_Reading115.dat,Temporal + espectral,Características completas,0.5808535526676312
Healthy,preprocess_Reading116.dat,Temporal + espectral,Características completas,0.5964885708959028
Healthy,preprocess_Reading117.dat,Temporal + espectral,Características completas,0.6488395578598543
Healthy,preprocess_Reading118.dat,Temporal + espectral,Características completas,0.6393568070273388
Healthy,preprocess_Reading119.dat,Temporal + espectral,Características completas,0.6052973991391749
Healthy,preprocess_Reading120.dat,Temporal + espectral,Características completas,0.3818931100869495
Healthy,preprocess_Reading121.dat,Temporal + espectral,Características completas,0.5485188529495774
Healthy,preprocess_Reading122.dat,Temporal + espectral,Características completas,0.6702938861661407
Healthy,preprocess_Reading123.dat,Temporal + espectral,Características completas,0.6775095201482003
Healthy,preprocess_Reading124.dat,Temporal + espectral,Características completas,0.5165993730482054
Healthy,preprocess_Reading125.dat,Temporal + espectral,Características completas,0.4633758195639302
Healthy,preprocess_Reading126.dat,Temporal + espectral,Características completas,0.3673436464439937
Healthy,preprocess_Reading127.dat,Temporal + espectral,Características completas,0.6124015764679164
Healthy,preprocess_Reading128.dat,Temporal + espectral,Características completas,0.4567102059207389
Healthy,preprocess_Reading129.dat,Temporal + espectral,Características completas,0.3796738397847284
Healthy,preprocess_Reading130.dat,Temporal + espectral,Características completas,0.3823218928694697
Healthy,preprocess_Reading131.dat,Temporal + espectral,Características completas,0.27004145711028216
Healthy,preprocess_Reading132.dat,Temporal + espectral,Características completas,0.3706126326975029
Healthy,preprocess_Reading133.dat,Temporal + espectral,Características completas,0.6283167289513432
Healthy,preprocess_Reading134.dat,Temporal + espectral,Características completas,0.5102953129678758
Healthy,preprocess_Reading135.dat,Temporal + espectral,Características completas,0.681478990112079
Healthy,preprocess_Reading136.dat,Temporal + espectral,Características completas,0.5917350971582902
Healthy,preprocess_Reading137.dat,Temporal + espectral,Características completas,0.574371470234572
Healthy,preprocess_Reading138.dat,Temporal + espectral,Características completas,0.6518652842603317
Healthy,preprocess_Reading139.dat,Temporal + espectral,Características completas,0.682798129593504
Healthy,preprocess_Reading140.dat,Temporal + espectral,Características completas,0.6540844446175098
Healthy,preprocess_Reading141.dat,Temporal + espectral,Características completas,0.6820133086752406
Healthy,preprocess_Reading142.dat,Temporal + espectral,Características completas,0.6524208209532472
Healthy,preprocess_Reading143.dat,Temporal + espectral,Características completas,0.620331315500038
Healthy,preprocess_Reading144.dat,Temporal + espectral,Características completas,0.657393919443067
Healthy,preprocess_Reading145.dat,Temporal + espectral,Características completas,0.638787998744046
Healthy,preprocess_Reading146.dat,Temporal + espectral,Características completas,0.5910584899810001
Healthy,preprocess_Reading147.dat,Temporal + espectral,Características completas,0.6002822632862026
Healthy,preprocess_Reading148.dat,Temporal + espectral,Características completas,0.6359998103466142
Healthy,preprocess_Reading149.dat,Temporal + espectral,Características completas,0.621295543219548
Healthy,preprocess_Reading150.dat,Temporal + espectral,Características completas,0.5715891214256343
Healthy,preprocess_Reading151.dat,Temporal + espectral,Características completas,0.21504488007134578
Healthy,preprocess_Reading152.dat,Temporal + espectral,Características completas,0.39945071690828116
Healthy,preprocess_Reading153.dat,Temporal + espectral,Características completas,0.5548765868704928
Healthy,preprocess_Reading154.dat,Temporal + espectral,Características completas,0.6359358567510921
Healthy,preprocess_Reading155.dat,Temporal + espectral,Características completas,0.5866484091240952
Healthy,preprocess_Reading156.dat,Temporal + espectral,Características completas,0.6272559134097868
Healthy,preprocess_Reading157.dat,Temporal + espectral,Características completas,0.23468233609302486
Healthy,preprocess_Reading158.dat,Temporal + espectral,Características completas,0.546622163028452
Healthy,preprocess_Reading159.dat,Temporal + espectral,Características completas,0.456828897609503
Healthy,preprocess_Reading160.dat,Temporal + espectral,Características completas,0.5772748491169397
Healthy,preprocess_Reading161.dat,Temporal + espectral,Características completas,0.38520805541189057
Healthy,preprocess_Reading162.dat,Temporal + espectral,Características completas,0.590942969806596
Healthy,preprocess_Reading163.dat,Temporal + espectral,Características completas,0.6333071765876129
Healthy,preprocess_Reading164.dat,Temporal + espectral,Características completas,0.605077758448271
Healthy,preprocess_Reading165.dat,Temporal + espectral,Características completas,0.6414535983549354
Healthy,preprocess_Reading166.dat,Temporal + espectral,Características completas,0.5320595239946605
Healthy,preprocess_Reading167.dat,Temporal + espectral,Características completas,0.6261070730043071
Healthy,preprocess_Reading168.dat,Temporal + espectral,Características completas,0.6742787993517803
Healthy,preprocess_Reading169.dat,Temporal + espectral,Características completas,0.44834204294779406
Healthy,preprocess_Reading170.dat,Temporal + espectral,Características completas,0.6190215856515384
Healthy,preprocess_Reading171.dat,Temporal + espectral,Características completas,0.5296990706170779
Healthy,preprocess_Reading172.dat,Temporal + espectral,Características completas,0.5574477087063386
Healthy,preprocess_Reading173.dat,Temporal + espectral,Características completas,0.5972223125398256
Healthy,preprocess_Reading174.dat,Temporal + espectral,Características completas,0.5662035599897508
Healthy,preprocess_Reading175.dat,Temporal + espectral,Características completas,0.4891170004828018
Healthy,preprocess_Reading176.dat,Temporal + espectral,Características completas,0.4565293758042901
Healthy,preprocess_Reading177.dat,Temporal + espectral,Características completas,0.5394490018270313
Healthy,preprocess_Reading178.dat,Temporal + espectral,Características completas,0.3302488718236425
Healthy,preprocess_Reading179.dat,Temporal + espectral,Características completas,0.6206630091751959
Healthy,preprocess_Reading180.dat,Temporal + espectral,Características completas,0.6656552603642905
Healthy,preprocess_Reading181.dat,Temporal + espectral,Características completas,0.2765759820465616
Healthy,preprocess_Reading182.dat,Temporal + espectral,Características completas,0.6564931370352559
Healthy,preprocess_Reading183.dat,Temporal + espectral,Características completas,0.6276208592697777
Healthy,preprocess_Reading184.dat,Temporal + espectral,Características completas,0.5554911360717439
Healthy,preprocess_Reading185.dat,Temporal + espectral,Características completas,0.6112533832066761
Healthy,preprocess_Reading186.dat,Temporal + espectral,Características completas,0.643235473513641
Healthy,preprocess_Reading187.dat,Temporal + espectral,Características completas,0.4949323543507786
Healthy,preprocess_Reading188.dat,Temporal + espectral,Características completas,0.6312340642795393
Healthy,preprocess_Reading189.dat,Temporal + espectral,Características completas,0.5640407955625489
Healthy,preprocess_Reading190.dat,Temporal + espectral,Características completas,0.5345647493675442
Healthy,preprocess_Reading191.dat,Temporal + espectral,Características completas,0.5958327676954054
Healthy,preprocess_Reading192.dat,Temporal + espectral,Características completas,0.6598390917147974
Healthy,preprocess_Reading193.dat,Temporal + espectral,Características completas,0.5897623579909075
Healthy,preprocess_Reading194.dat,Temporal + espectral,Características completas,0.6587056671845871
Healthy,preprocess_Reading195.dat,Temporal + espectral,Características completas,0.5191594254929384
Healthy,preprocess_Reading196.dat,Temporal + espectral,Características completas,0.4315137611987487
Healthy,preprocess_Reading197.dat,Temporal + espectral,Características completas,0.3522387223320434
Healthy,preprocess_Reading198.dat,Temporal + espectral,Características completas,0.5844261598819963
Healthy,preprocess_Reading199.dat,Temporal + espectral,Características completas,0.40340956269109185
Healthy,preprocess_Reading200.dat,Temporal + espectral,Características completas,0.573985147402814
Healthy,preprocess_Reading201.dat,Temporal + espectral,Características completas,0.6539609272198545
Healthy,preprocess_Reading202.dat,Temporal + espectral,Características completas,0.6938043366191812
Healthy,preprocess_Reading203.dat,Temporal + espectral,Características completas,0.6742259050440725
Healthy,preprocess_Reading204.dat,Temporal + espectral,Características completas,0.6110714050605006
Healthy,preprocess_Reading205.dat,Temporal + espectral,Características completas,0.3996735695488492
Healthy,preprocess_Reading206.dat,Temporal + espectral,Características completas,0.5257902002516631
Healthy,preprocess_Reading207.dat,Temporal + espectral,Características completas,0.504754139707236
Healthy,preprocess_Reading208.dat,Temporal + espectral,Características completas,0.525764176912856
Healthy,preprocess_Reading209.dat,Temporal + espectral,Características completas,0.5749951645888022
Healthy,preprocess_Reading210.dat,Temporal + espectral,Características completas,0.6206178067438106
Healthy,preprocess_Reading211.dat,Temporal + espectral,Características completas,0.6522093389112368
Healthy,preprocess_Reading212.dat,Temporal + espectral,Características completas,0.3983798264156731
Healthy,preprocess_Reading213.dat,Temporal + espectral,Características completas,0.5338966527594291
Healthy,preprocess_Reading214.dat,Temporal + espectral,Características completas,0.5377008293332127
Healthy,preprocess_Reading215.dat,Temporal + espectral,Características completas,0.5675083538192597
Healthy,preprocess_Reading216.dat,Temporal + espectral,Características completas,0.6146821800219576
Healthy,preprocess_Reading217.dat,Temporal + espectral,Características completas,0.6739015294816985
Healthy,preprocess_Reading218.dat,Temporal + espectral,Características completas,0.6361119219978303
Healthy,preprocess_Reading219.dat,Temporal + espectral,Características completas,0.4113450257027393
Healthy,preprocess_Reading220.dat,Temporal + espectral,Características completas,0.636401002368171
Healthy,preprocess_Reading221.dat,Temporal + espectral,Características completas,0.5689387854882926
Healthy,preprocess_Reading222.dat,Temporal + espectral,Características completas,0.6267741706464206
Healthy,preprocess_Reading223.dat,Temporal + espectral,Características completas,0.5616837802357012
Healthy,preprocess_Reading224.dat,Temporal + espectral,Características completas,0.49913061280317567
Healthy,preprocess_Reading225.dat,Temporal + espectral,Características completas,0.6001981857360394
Bearing,preprocess_Reading1.dat,Temporal + espectral,Características completas,-0.16340474317500564
Bearing,preprocess_Reading2.dat,Temporal + espectral,Características completas,0.119487107315346
Bearing,preprocess_Reading3.dat,Temporal + espectral,Características completas,0.24283522905361546
Bearing,preprocess_Reading4.dat,Temporal + espectral,Características completas,0.1414785942198235
Bearing,preprocess_Reading5.dat,Temporal + espectral,Características completas,-0.13855493688988366
Bearing,preprocess_Reading6.dat,Temporal + espectral,Características completas,-0.19295706232119836
Bearing,preprocess_Reading7.dat,Temporal + espectral,Características completas,0.04068262587622715
Bearing,preprocess_Reading8.dat,Temporal + espectral,Características completas,-0.13714711885331135
Bearing,preprocess_Reading9.dat,Temporal + espectral,Características completas,-0.0022808922253471885
Bearing,preprocess_Reading10.dat,Temporal + espectral,Características completas,-0.019775271085270604
Bearing,preprocess_Reading11.dat,Temporal + espectral,Características completas,-0.09018556606450855
Bearing,preprocess_Reading12.dat,Temporal + espectral,Características completas,0.15445448901646813
Bearing,preprocess_Reading13.dat,Temporal + espectral,Características completas,0.09659409289600547
Bearing,preprocess_Reading14.dat,Temporal + espectral,Características completas,0.036530122559695274
Bearing,preprocess_Reading15.dat,Temporal + espectral,Características completas,0.11173297542249787
Bearing,preprocess_Reading16.dat,Temporal + espectral,Características completas,-0.00390927931370014
Bearing,preprocess_Reading17.dat,Temporal + espectral,Características completas,0.04389180679847013
Bearing,preprocess_Reading18.dat,Temporal + espectral,Características completas,0.17461962142848772
Bearing,preprocess_Reading19.dat,Temporal + espectral,Características completas,0.2513524732655816
Bearing,preprocess_Reading20.dat,Temporal + espectral,Características completas,0.05841359148616796
Bearing,preprocess_Reading21.dat,Temporal + espectral,Características completas,0.11972441295088768
Bearing,preprocess_Reading22.dat,Temporal + espectral,Características completas,0.3115278118509615
Bearing,preprocess_Reading23.dat,Temporal + espectral,Características completas,-0.08513850867975911
Bearing,preprocess_Reading24.dat,Temporal + espectral,Características completas,0.23030684289779965
Bearing,preprocess_Reading25.dat,Temporal + espectral,Características completas,0.10730464592474166
Bearing,preprocess_Reading26.dat,Temporal + espectral,Características completas,0.14211226987217784
Bearing,preprocess_Reading27.dat,Temporal + espectral,Características completas,0.0006994072849440299
Bearing,preprocess_Reading28.dat,Temporal + espectral,Características completas,0.18240695196693194
Bearing,preprocess_Reading29.dat,Temporal + espectral,Características completas,0.2529181626883576
Bearing,preprocess_Reading30.dat,Temporal + espectral,Características completas,-0.011177929533119071
Bearing,preprocess_Reading31.dat,Temporal + espectral,Características completas,0.1644005809892304
Bearing,preprocess_Reading32.dat,Temporal + espectral,Características completas,0.10706186515937904
Bearing,preprocess_Reading33.dat,Temporal + espectral,Características completas,-0.1102053613209431
Bearing,preprocess_Reading34.dat,Temporal + espectral,Características completas,-0.09633759176149083
Bearing,preprocess_Reading35.dat,Temporal + espectral,Características completas,0.10856741074734133
Bearing,preprocess_Reading36.dat,Temporal + espectral,Características completas,0.10377208489053648
Bearing,preprocess_Reading37.dat,Temporal + espectral,Características completas,-0.027154886053582607
Bearing,preprocess_Reading38.dat,Temporal + espectral,Características completas,-0.04738378507730741
Bearing,preprocess_Reading39.dat,Temporal + espectral,Características completas,-0.038501171111467156
Bearing,preprocess_Reading40.dat,Temporal + espectral,Características completas,-0.1124586754912247
Bearing,preprocess_Reading41.dat,Temporal + espectral,Características completas,0.06363825222927776
Bearing,preprocess_Reading42.dat,Temporal + espectral,Características completas,0.1167149478385534
Bearing,preprocess_Reading43.dat,Temporal + espectral,Características completas,0.23398687866461929
Bearing,preprocess_Reading44.dat,Temporal + espectral,Características completas,0.1369927238106797
Bearing,preprocess_Reading45.dat,Temporal + espectral,Características completas,0.1333963660568374
Bearing,preprocess_Reading46.dat,Temporal + espectral,Características completas,-0.09193215235742704
Bearing,preprocess_Reading47.dat,Temporal + espectral,Características completas,0.15991196582631817
Bearing,preprocess_Reading48.dat,Temporal + espectral,Características completas,0.011219776941230617
Bearing,preprocess_Reading49.dat,Temporal + espectral,Características completas,0.22873610624946336
Bearing,preprocess_Reading50.dat,Temporal + espectral,Características completas,0.28253947437366034
Bearing,preprocess_Reading51.dat,Temporal + espectral,Características completas,-0.011342021078639025
Bearing,preprocess_Reading52.dat,Temporal + espectral,Características completas,0.23312291828782386
Bearing,preprocess_Reading53.dat,Temporal + espectral,Características completas,0.14689280236648183
Bearing,preprocess_Reading54.dat,Temporal + espectral,Características completas,0.24025960883452974
Bearing,preprocess_Reading55.dat,Temporal + espectral,Características completas,0.22932135711528445
Bearing,preprocess_Reading56.dat,Temporal + espectral,Características completas,0.03118867962759612
Bearing,preprocess_Reading57.dat,Temporal + espectral,Características completas,0.28228305138972437
Bearing,preprocess_Reading58.dat,Temporal + espectral,Características completas,0.21773197956119708
Bearing,preprocess_Reading59.dat,Temporal + espectral,Características completas,0.2158134498137707
Bearing,preprocess_Reading60.dat,Temporal + espectral,Características completas,0.26848953620586324
Bearing,preprocess_Reading61.dat,Temporal + espectral,Características completas,-0.056964360616680566
Bearing,preprocess_Reading62.dat,Temporal + espectral,Características completas,0.24822376555133932
Bearing,preprocess_Reading63.dat,Temporal + espectral,Características completas,-0.018351957147838733
Bearing,preprocess_Reading64.dat,Temporal + espectral,Características completas,0.07656665041294848
Bearing,preprocess_Reading65.dat,Temporal + espectral,Características completas,-0.03206880578153226
Bearing,preprocess_Reading66.dat,Temporal + espectral,Características completas,0.15539222231553734
Bearing,preprocess_Reading67.dat,Temporal + espectral,Características completas,-0.3139846077735722
Bearing,preprocess_Reading68.dat,Temporal + espectral,Características completas,0.08624188514132966
Bearing,preprocess_Reading69.dat,Temporal + espectral,Características completas,0.1381286228381287
Bearing,preprocess_Reading70.dat,Temporal + espectral,Características completas,-0.11312696684896825
Bearing,preprocess_Reading71.dat,Temporal + espectral,Características completas,0.010980470874529686
Bearing,preprocess_Reading72.dat,Temporal + espectral,Características completas,0.08712591516822346
Bearing,preprocess_Reading73.dat,Temporal + espectral,Características completas,0.10303676534097814
Bearing,preprocess_Reading74.dat,Temporal + espectral,Características completas,0.11682875530441206
Bearing,preprocess_Reading75.dat,Temporal + espectral,Características completas,-0.2145484884356565
Bearing,preprocess_Reading76.dat,Temporal + espectral,Características completas,-0.20945177450542754
Bearing,preprocess_Reading77.dat,Temporal + espectral,Características completas,0.16823976736283547
Bearing,preprocess_Reading78.dat,Temporal + espectral,Características completas,0.04526032598998496
Bearing,preprocess_Reading79.dat,Temporal + espectral,Características completas,-0.12278888549313882
Bearing,preprocess_Reading80.dat,Temporal + espectral,Características completas,0.2245852033316605
Bearing,preprocess_Reading81.dat,Temporal + espectral,Características completas,0.14008697811596463
Bearing,preprocess_Reading82.dat,Temporal + espectral,Características completas,-0.05010393760586501
Bearing,preprocess_Reading83.dat,Temporal + espectral,Características completas,0.07231790768157192
Bearing,preprocess_Reading84.dat,Temporal + espectral,Características completas,0.2702201596274143
Bearing,preprocess_Reading85.dat,Temporal + espectral,Características completas,-0.27211383152718693
Bearing,preprocess_Reading86.dat,Temporal + espectral,Características completas,-0.1509337520535947
Bearing,preprocess_Reading87.dat,Temporal + espectral,Características completas,0.21805418377450045
Bearing,preprocess_Reading88.dat,Temporal + espectral,Características completas,0.13373517436782112
Bearing,preprocess_Reading89.dat,Temporal + espectral,Características completas,-0.14363816167147475
Bearing,preprocess_Reading90.dat,Temporal + espectral,Características completas,-0.23989644459411835
Bearing,preprocess_Reading91.dat,Temporal + espectral,Características completas,0.26588112538940256
Bearing,preprocess_Reading92.dat,Temporal + espectral,Características completas,0.05622849456352126
Bearing,preprocess_Reading93.dat,Temporal + espectral,Características completas,0.017340299609110443
Bearing,preprocess_Reading94.dat,Temporal + espectral,Características completas,0.164921676882989
Bearing,preprocess_Reading95.dat,Temporal + espectral,Características completas,0.16567935798016065
Bearing,preprocess_Reading96.dat,Temporal + espectral,Características completas,0.1566716021234497
Bearing,preprocess_Reading97.dat,Temporal + espectral,Características completas,0.16567684363720317
Bearing,preprocess_Reading98.dat,Temporal + espectral,Características completas,0.1781774515900186
Bearing,preprocess_Reading99.dat,Temporal + espectral,Características completas,-0.1430056868153235
Bearing,preprocess_Reading100.dat,Temporal + espectral,Características completas,0.18630128395945428
Bearing,preprocess_Reading101.dat,Temporal + espectral,Características completas,0.16164022911625364
Bearing,preprocess_Reading102.dat,Temporal + espectral,Características completas,0.11935400001937614
Bearing,preprocess_Reading103.dat,Temporal + espectral,Características completas,0.1875158818809703
Bearing,preprocess_Reading104.dat,Temporal + espectral,Características completas,0.2971004744254135
Bearing,preprocess_Reading105.dat,Temporal + espectral,Características completas,0.20927238897895986
Bearing,preprocess_Reading106.dat,Temporal + espectral,Características completas,0.10317697081253772
Bearing,preprocess_Reading107.dat,Temporal + espectral,Características completas,0.17684773822758387
Bearing,preprocess_Reading108.dat,Temporal + espectral,Características completas,0.02546726628047794
Bearing,preprocess_Reading109.dat,Temporal + espectral,Características completas,0.13772060457338403
Bearing,preprocess_Reading110.dat,Temporal + espectral,Características completas,0.16561739122292712
Bearing,preprocess_Reading111.dat,Temporal + espectral,Características completas,0.1767027584253866
Bearing,preprocess_Reading112.dat,Temporal + espectral,Características completas,0.15195662708895574
Bearing,preprocess_Reading113.dat,Temporal + espectral,Características completas,0.13247538238551365
Bearing,preprocess_Reading114.dat,Temporal + espectral,Características completas,0.2237321128462085
Bearing,preprocess_Reading115.dat,Temporal + espectral,Características completas,0.252121289133325
