classe,arquivo,analise,representacao,silhouette
Flywheel,preprocess_Reading83.dat,Temporal + espectral + Wavelet,Características completas,0.26066133908810163
Flywheel,preprocess_Reading84.dat,Temporal + espectral + Wavelet,Características completas,0.17791750154468475
Flywheel,preprocess_Reading85.dat,Temporal + espectral + Wavelet,Características completas,0.10734726976891609
Flywheel,preprocess_Reading86.dat,Temporal + espectral + Wavelet,Características completas,0.1346996326166725
Flywheel,preprocess_Reading87.dat,Temporal + espectral + Wavelet,Características completas,0.12538373429413402
Flywheel,preprocess_Reading88.dat,Temporal + espectral + Wavelet,Características completas,0.15087079967149003
Flywheel,preprocess_Reading89.dat,Temporal + espectral + Wavelet,Características completas,0.26087658181616136
Flywheel,preprocess_Reading90.dat,Temporal + espectral + Wavelet,Características completas,0.2421689884734186
Flywheel,preprocess_Reading91.dat,Temporal + espectral + Wavelet,Características completas,0.22926408937038054
Flywheel,preprocess_Reading92.dat,Temporal + espectral + Wavelet,Características completas,0.10151109191875979
Flywheel,preprocess_Reading93.dat,Temporal + espectral + Wavelet,Características completas,-0.29214534094701355
Flywheel,preprocess_Reading94.dat,Temporal + espectral + Wavelet,Características completas,2.95367023971242e-05
Flywheel,preprocess_Reading95.dat,Temporal + espectral + Wavelet,Características completas,0.028513922852037788
Flywheel,preprocess_Reading96.dat,Temporal + espectral + Wavelet,Características completas,0.312630921725933
Flywheel,preprocess_Reading97.dat,Temporal + espectral + Wavelet,Características completas,-0.09106308972300405
Flywheel,preprocess_Reading98.dat,Temporal + espectral + Wavelet,Características completas,0.2653205496915705
Flywheel,preprocess_Reading99.dat,Temporal + espectral + Wavelet,Características completas,0.21685012743004745
Flywheel,preprocess_Reading100.dat,Temporal + espectral + Wavelet,Características completas,0.11521351390679836
Flywheel,preprocess_Reading101.dat,Temporal + espectral + Wavelet,Características completas,0.13359697463165524
Flywheel,preprocess_Reading102.dat,Temporal + espectral + Wavelet,Características completas,0.07980381619154278
Flywheel,preprocess_Reading103.dat,Temporal + espectral + Wavelet,Características completas,0.04871453024700236
Flywheel,preprocess_Reading104.dat,Temporal + espectral + Wavelet,Características completas,0.26072891230097567
Flywheel,preprocess_Reading105.dat,Temporal + espectral + Wavelet,Características completas,0.2680025387621521
Flywheel,preprocess_Reading106.dat,Temporal + espectral + Wavelet,Características completas,-0.03490173710389417
Flywheel,preprocess_Reading107.dat,Temporal + espectral + Wavelet,Características completas,0.1658200273396793
Flywheel,preprocess_Reading108.dat,Temporal + espectral + Wavelet,Características completas,0.22122817664387806
Flywheel,preprocess_Reading109.dat,Temporal + espectral + Wavelet,Características completas,0.014544534937748491
Flywheel,preprocess_Reading110.dat,Temporal + espectral + Wavelet,Características completas,-0.24036135380069915
Flywheel,preprocess_Reading111.dat,Temporal + espectral + Wavelet,Características completas,-0.06082856859774675
Flywheel,preprocess_Reading112.dat,Temporal + espectral + Wavelet,Características completas,-0.2670390114440334
Flywheel,preprocess_Reading113.dat,Temporal + espectral + Wavelet,Características completas,0.1640749970085489
Flywheel,preprocess_Reading114.dat,Temporal + espectral + Wavelet,Características completas,0.2660180597224993
Flywheel,preprocess_Reading115.dat,Temporal + espectral + Wavelet,Características completas,0.19568217511261046
Flywheel,preprocess_Reading116.dat,Temporal + espectral + Wavelet,Características completas,-0.2717609182493274
Flywheel,preprocess_Reading117.dat,Temporal + espectral + Wavelet,Características completas,0.10608034229750846
Flywheel,preprocess_Reading118.dat,Temporal + espectral + Wavelet,Características completas,-0.16473755192287717
Flywheel,preprocess_Reading119.dat,Temporal + espectral + Wavelet,Características completas,0.28402673831409775
Flywheel,preprocess_Reading120.dat,Temporal + espectral + Wavelet,Características completas,-0.007309904614581508
Flywheel,preprocess_Reading121.dat,Temporal + espectral + Wavelet,Características completas,0.2518618672019739
Flywheel,preprocess_Reading122.dat,Temporal + espectral + Wavelet,Características completas,0.2888614455568537
Flywheel,preprocess_Reading123.dat,Temporal + espectral + Wavelet,Características completas,-0.06669456681030242
Flywheel,preprocess_Reading124.dat,Temporal + espectral + Wavelet,Características completas,-0.02010785491936742
Flywheel,preprocess_Reading125.dat,Temporal + espectral + Wavelet,Características completas,0.01148320827788932
Flywheel,preprocess_Reading126.dat,Temporal + espectral + Wavelet,Características completas,0.11010358749958422
Flywheel,preprocess_Reading127.dat,Temporal + espectral + Wavelet,Características completas,0.03193643366067559
Flywheel,preprocess_Reading128.dat,Temporal + espectral + Wavelet,Características completas,0.2015490945152149
Flywheel,preprocess_Reading129.dat,Temporal + espectral + Wavelet,Características completas,0.06824634904289284
Flywheel,preprocess_Reading130.dat,Temporal + espectral + Wavelet,Características completas,-0.13651126034938302
Flywheel,preprocess_Reading131.dat,Temporal + espectral + Wavelet,Características completas,-0.136309975148697
Flywheel,preprocess_Reading132.dat,Temporal + espectral + Wavelet,Características completas,0.036642769871016244
Flywheel,preprocess_Reading133.dat,Temporal + espectral + Wavelet,Características completas,0.004718951213537985
Flywheel,preprocess_Reading134.dat,Temporal + espectral + Wavelet,Características completas,0.2724108545103186
Flywheel,preprocess_Reading135.dat,Temporal + espectral + Wavelet,Características completas,0.12478217478957629
Flywheel,preprocess_Reading136.dat,Temporal + espectral + Wavelet,Características completas,0.16476471435576415
Flywheel,preprocess_Reading137.dat,Temporal + espectral + Wavelet,Características completas,0.09438056757705224
Flywheel,preprocess_Reading138.dat,Temporal + espectral + Wavelet,Características completas,-0.25297014502150433
Flywheel,preprocess_Reading139.dat,Temporal + espectral + Wavelet,Características completas,-0.11853662371065082
Flywheel,preprocess_Reading140.dat,Temporal + espectral + Wavelet,Características completas,0.17961703283062816
Flywheel,preprocess_Reading141.dat,Temporal + espectral + Wavelet,Características completas,0.21196320432840002
Flywheel,preprocess_Reading142.dat,Temporal + espectral + Wavelet,Características completas,0.2425090721076076
Flywheel,preprocess_Reading143.dat,Temporal + espectral + Wavelet,Características completas,0.17337709857351874
Flywheel,preprocess_Reading144.dat,Temporal + espectral + Wavelet,Características completas,0.18195518047524892
Flywheel,preprocess_Reading145.dat,Temporal + espectral + Wavelet,Características completas,0.2832739986287359
Flywheel,preprocess_Reading146.dat,Temporal + espectral + Wavelet,Características completas,-0.14152989101796593
Flywheel,preprocess_Reading147.dat,Temporal + espectral + Wavelet,Características completas,0.28553543667339015
Flywheel,preprocess_Reading148.dat,Temporal + espectral + Wavelet,Características completas,0.3015435037176704
Flywheel,preprocess_Reading149.dat,Temporal + espectral + Wavelet,Características completas,0.25625953268496726
Flywheel,preprocess_Reading150.dat,Temporal + espectral + Wavelet,Características completas,-0.03169788484068262
Flywheel,preprocess_Reading151.dat,Temporal + espectral + Wavelet,Características completas,-0.13721269721692603
Flywheel,preprocess_Reading152.dat,Temporal + espectral + Wavelet,Características completas,-0.1360077471765818
Flywheel,preprocess_Reading153.dat,Temporal + espectral + Wavelet,Características completas,0.18181931562620426
Flywheel,preprocess_Reading154.dat,Temporal + espectral + Wavelet,Características completas,0.22100138656592083
Flywheel,preprocess_Reading155.dat,Temporal + espectral + Wavelet,Características completas,0.15005277292860597
Flywheel,preprocess_Reading156.dat,Temporal + espectral + Wavelet,Características completas,0.11809827214989174
Flywheel,preprocess_Reading157.dat,Temporal + espectral + Wavelet,Características completas,0.22576418556241054
Flywheel,preprocess_Reading158.dat,Temporal + espectral + Wavelet,Características completas,0.16027877027257897
Flywheel,preprocess_Reading159.dat,Temporal + espectral + Wavelet,Características completas,0.16885559485597673
Flywheel,preprocess_Reading160.dat,Temporal + espectral + Wavelet,Características completas,0.21858540787981573
Flywheel,preprocess_Reading161.dat,Temporal + espectral + Wavelet,Características completas,0.24254263048931987
Flywheel,preprocess_Reading162.dat,Temporal + espectral + Wavelet,Características completas,0.2570086679170086
Flywheel,preprocess_Reading163.dat,Temporal + espectral + Wavelet,Características completas,0.18085740202160697
Flywheel,preprocess_Reading164.dat,Temporal + espectral + Wavelet,Características completas,0.12170087977884013
Flywheel,preprocess_Reading165.dat,Temporal + espectral + Wavelet,Características completas,0.30011207872166906
Flywheel,preprocess_Reading166.dat,Temporal + espectral + Wavelet,Características completas,0.10215787069227812
Flywheel,preprocess_Reading167.dat,Temporal + espectral + Wavelet,Características completas,0.20615853576938856
Flywheel,preprocess_Reading168.dat,Temporal + espectral + Wavelet,Características completas,-0.06289889371930539
Flywheel,preprocess_Reading169.dat,Temporal + espectral + Wavelet,Características completas,-0.0857493052224642
Flywheel,preprocess_Reading170.dat,Temporal + espectral + Wavelet,Características completas,0.17497214202675426
Flywheel,preprocess_Reading171.dat,Temporal + espectral + Wavelet,Características completas,-0.1420358001208385
Flywheel,preprocess_Reading172.dat,Temporal + espectral + Wavelet,Características completas,0.1957751751676593
Flywheel,preprocess_Reading173.dat,Temporal + espectral + Wavelet,Características completas,0.20353506815041
Flywheel,preprocess_Reading174.dat,Temporal + espectral + Wavelet,Características completas,0.15269298894267194
Flywheel,preprocess_Reading175.dat,Temporal + espectral + Wavelet,Características completas,-0.04360300176976502
Flywheel,preprocess_Reading176.dat,Temporal + espectral + Wavelet,Características completas,-0.17520942006768897
Flywheel,preprocess_Reading177.dat,Temporal + espectral + Wavelet,Características completas,0.19969773511198455
Flywheel,preprocess_Reading178.dat,Temporal + espectral + Wavelet,Características completas,-0.06592445326020542
Flywheel,preprocess_Reading179.dat,Temporal + espectral + Wavelet,Características completas,0.026235670864763524
Flywheel,preprocess_Reading180.dat,Temporal + espectral + Wavelet,Características completas,-0.09129526827685608
Flywheel,preprocess_Reading181.dat,Temporal + espectral + Wavelet,Características completas,-0.1528117359307736
Flywheel,preprocess_Reading182.dat,Temporal + espectral + Wavelet,Características completas,-0.020357080339619065
Flywheel,preprocess_Reading183.dat,Temporal + espectral + Wavelet,Características completas,-0.14158705267991326
Flywheel,preprocess_Reading184.dat,Temporal + espectral + Wavelet,Características completas,-0.23286147516512012
Flywheel,preprocess_Reading185.dat,Temporal + espectral + Wavelet,Características completas,-0.006363381598352477
Flywheel,preprocess_Reading186.dat,Temporal + espectral + Wavelet,Características completas,0.16769450188083782
Flywheel,preprocess_Reading187.dat,Temporal + espectral + Wavelet,Características completas,0.007969423946298883
Flywheel,preprocess_Reading188.dat,Temporal + espectral + Wavelet,Características completas,-0.3008948737210032
Flywheel,preprocess_Reading189.dat,Temporal + espectral + Wavelet,Características completas,-0.20907957822006187
Flywheel,preprocess_Reading190.dat,Temporal + espectral + Wavelet,Características completas,-0.11755876983204172
Flywheel,preprocess_Reading191.dat,Temporal + espectral + Wavelet,Características completas,0.060313250469782274
Flywheel,preprocess_Reading192.dat,Temporal + espectral + Wavelet,Características completas,-0.15163722144545078
Flywheel,preprocess_Reading193.dat,Temporal + espectral + Wavelet,Características completas,-0.19152586872921648
Flywheel,preprocess_Reading194.dat,Temporal + espectral + Wavelet,Características completas,-0.1065576779540116
Flywheel,preprocess_Reading195.dat,Temporal + espectral + Wavelet,Características completas,0.08144159958353084
Flywheel,preprocess_Reading196.dat,Temporal + espectral + Wavelet,Características completas,0.05530382184732075
Flywheel,preprocess_Reading197.dat,Temporal + espectral + Wavelet,Características completas,-0.01957662821817756
Flywheel,preprocess_Reading198.dat,Temporal + espectral + Wavelet,Características completas,-0.2030376993337362
Flywheel,preprocess_Reading199.dat,Temporal + espectral + Wavelet,Características completas,-0.1060094130346997
Flywheel,preprocess_Reading200.dat,Temporal + espectral + Wavelet,Características completas,-0.19041072871302858
Flywheel,preprocess_Reading201.dat,Temporal + espectral + Wavelet,Características completas,-0.17613738524755893
Flywheel,preprocess_Reading202.dat,Temporal + espectral + Wavelet,Características completas,-0.10490484116167687
Flywheel,preprocess_Reading203.dat,Temporal + espectral + Wavelet,Características completas,-0.03703954458627954
Flywheel,preprocess_Reading204.dat,Temporal + espectral + Wavelet,Características completas,-0.035722025412937175
Flywheel,preprocess_Reading205.dat,Temporal + espectral + Wavelet,Características completas,-0.09468402815757111
Flywheel,preprocess_Reading206.dat,Temporal + espectral + Wavelet,Características completas,-0.2828583477943659
Flywheel,preprocess_Reading207.dat,Temporal + espectral + Wavelet,Características completas,0.15289668795805855
Flywheel,preprocess_Reading208.dat,Temporal + espectral + Wavelet,Características completas,0.15925932072697288
Flywheel,preprocess_Reading209.dat,Temporal + espectral + Wavelet,Características completas,-0.28478366068848326
Flywheel,preprocess_Reading210.dat,Temporal + espectral + Wavelet,Características completas,-0.36180469805610643
Flywheel,preprocess_Reading211.dat,Temporal + espectral + Wavelet,Características completas,-0.0329263279089357
Flywheel,preprocess_Reading212.dat,Temporal + espectral + Wavelet,Características completas,-0.31553272884880046
Flywheel,preprocess_Reading213.dat,Temporal + espectral + Wavelet,Características completas,-0.03400012218199166
Flywheel,preprocess_Reading214.dat,Temporal + espectral + Wavelet,Características completas,-0.23795937797217384
Flywheel,preprocess_Reading215.dat,Temporal + espectral + Wavelet,Características completas,-0.3481853967270066
Flywheel,preprocess_Reading216.dat,Temporal + espectral + Wavelet,Características completas,0.059805411062885894
Flywheel,preprocess_Reading217.dat,Temporal + espectral + Wavelet,Características completas,-0.167007856255539
Flywheel,preprocess_Reading218.dat,Temporal + espectral + Wavelet,Características completas,0.055257483489694406
Flywheel,preprocess_Reading219.dat,Temporal + espectral + Wavelet,Características completas,0.23461700714655317
Flywheel,preprocess_Reading220.dat,Temporal + espectral + Wavelet,Características completas,0.15498559367184475
Flywheel,preprocess_Reading221.dat,Temporal + espectral + Wavelet,Características completas,0.2337444045120064
Flywheel,preprocess_Reading222.dat,Temporal + espectral + Wavelet,Características completas,0.24538207435646953
Flywheel,preprocess_Reading223.dat,Temporal + espectral + Wavelet,Características completas,0.11191718285424189
Flywheel,preprocess_Reading224.dat,Temporal + espectral + Wavelet,Características completas,0.16207596823679368
Flywheel,preprocess_Reading225.dat,Temporal + espectral + Wavelet,Características completas,0.11386660656056577
LIV,preprocess_Reading1.dat,Temporal + espectral + Wavelet,Características completas,0.04216352842197355
LIV,preprocess_Reading2.dat,Temporal + espectral + Wavelet,Características completas,0.16732552887715693
LIV,preprocess_Reading3.dat,Temporal + espectral + Wavelet,Características completas,-0.03764312148510457
LIV,preprocess_Reading4.dat,Temporal + espectral + Wavelet,Características completas,-0.21516791607223706
LIV,preprocess_Reading5.dat,Temporal + espectral + Wavelet,Características completas,0.04986287479170655
LIV,preprocess_Reading6.dat,Temporal + espectral + Wavelet,Características completas,-0.0818247496986059
LIV,preprocess_Reading7.dat,Temporal + espectral + Wavelet,Características completas,-0.28235775124727625
LIV,preprocess_Reading8.dat,Temporal + espectral + Wavelet,Características completas,-0.27676313243784256
LIV,preprocess_Reading9.dat,Temporal + espectral + Wavelet,Características completas,-0.04850554613551195
LIV,preprocess_Reading10.dat,Temporal + espectral + Wavelet,Características completas,0.3701398945595264
LIV,preprocess_Reading11.dat,Temporal + espectral + Wavelet,Características completas,-0.2283178991214787
LIV,preprocess_Reading12.dat,Temporal + espectral + Wavelet,Características completas,-0.2557153175702491
LIV,preprocess_Reading13.dat,Temporal + espectral + Wavelet,Características completas,-0.20616458363402348
LIV,preprocess_Reading14.dat,Temporal + espectral + Wavelet,Características completas,-0.11908475141831468
LIV,preprocess_Reading15.dat,Temporal + espectral + Wavelet,Características completas,0.12105395563786614
LIV,preprocess_Reading16.dat,Temporal + espectral + Wavelet,Características completas,0.3746311573731568
LIV,preprocess_Reading17.dat,Temporal + espectral + Wavelet,Características completas,0.34729484778148156
LIV,preprocess_Reading18.dat,Temporal + espectral + Wavelet,Características completas,0.08965787239508212
LIV,preprocess_Reading19.dat,Temporal + espectral + Wavelet,Características completas,0.39877036744777256
LIV,preprocess_Reading20.dat,Temporal + espectral + Wavelet,Características completas,0.3657282245000017
LIV,preprocess_Reading21.dat,Temporal + espectral + Wavelet,Características completas,0.45539865290749243
LIV,preprocess_Reading22.dat,Temporal + espectral + Wavelet,Características completas,0.42588795788431716
LIV,preprocess_Reading23.dat,Temporal + espectral + Wavelet,Características completas,0.32882265824711765
LIV,preprocess_Reading24.dat,Temporal + espectral + Wavelet,Características completas,0.06972860939179419
LIV,preprocess_Reading25.dat,Temporal + espectral + Wavelet,Características completas,0.38537346290633484
LIV,preprocess_Reading26.dat,Temporal + espectral + Wavelet,Características completas,0.2926060282934913
LIV,preprocess_Reading27.dat,Temporal + espectral + Wavelet,Características completas,0.15766664793843918
LIV,preprocess_Reading28.dat,Temporal + espectral + Wavelet,Características completas,0.29988465982846074
LIV,preprocess_Reading29.dat,Temporal + espectral + Wavelet,Características completas,0.2697506002249874
LIV,preprocess_Reading30.dat,Temporal + espectral + Wavelet,Características completas,0.12434867874992275
LIV,preprocess_Reading31.dat,Temporal + espectral + Wavelet,Características completas,0.2559819321221391
LIV,preprocess_Reading32.dat,Temporal + espectral + Wavelet,Características completas,0.30207251785080175
LIV,preprocess_Reading33.dat,Temporal + espectral + Wavelet,Características completas,0.38727421342637497
LIV,preprocess_Reading34.dat,Temporal + espectral + Wavelet,Características completas,0.4380748507036451
LIV,preprocess_Reading35.dat,Temporal + espectral + Wavelet,Características completas,0.4086176697370396
LIV,preprocess_Reading36.dat,Temporal + espectral + Wavelet,Características completas,0.35340160990894237
LIV,preprocess_Reading37.dat,Temporal + espectral + Wavelet,Características completas,0.3514655596958495
LIV,preprocess_Reading38.dat,Temporal + espectral + Wavelet,Características completas,0.3746542562360479
LIV,preprocess_Reading39.dat,Temporal + espectral + Wavelet,Características completas,0.42466414547991793
LIV,preprocess_Reading40.dat,Temporal + espectral + Wavelet,Características completas,0.2981750863076829
LIV,preprocess_Reading41.dat,Temporal + espectral + Wavelet,Características completas,0.37055404780661594
LIV,preprocess_Reading42.dat,Temporal + espectral + Wavelet,Características completas,0.40414411718397525
LIV,preprocess_Reading43.dat,Temporal + espectral + Wavelet,Características completas,0.34632543615763367
LIV,preprocess_Reading44.dat,Temporal + espectral + Wavelet,Características completas,0.336883645893026
LIV,preprocess_Reading45.dat,Temporal + espectral + Wavelet,Características completas,0.06937552166914951
LIV,preprocess_Reading46.dat,Temporal + espectral + Wavelet,Características completas,0.3770284224610167
LIV,preprocess_Reading47.dat,Temporal + espectral + Wavelet,Características completas,0.2720157453518998
LIV,preprocess_Reading48.dat,Temporal + espectral + Wavelet,Características completas,0.27152569152809586
LIV,preprocess_Reading49.dat,Temporal + espectral + Wavelet,Características completas,-0.1437741180777847
LIV,preprocess_Reading50.dat,Temporal + espectral + Wavelet,Características completas,0.33713227967527226
LIV,preprocess_Reading51.dat,Temporal + espectral + Wavelet,Características completas,0.4401222158727476
LIV,preprocess_Reading52.dat,Temporal + espectral + Wavelet,Características completas,0.2463421941552713
LIV,preprocess_Reading53.dat,Temporal + espectral + Wavelet,Características completas,0.35956261808144174
LIV,preprocess_Reading54.dat,Temporal + espectral + Wavelet,Características completas,0.1486440097105463
LIV,preprocess_Reading55.dat,Temporal + espectral + Wavelet,Características completas,0.3223834980435829
LIV,preprocess_Reading56.dat,Temporal + espectral + Wavelet,Características completas,0.41204432059816415
LIV,preprocess_Reading57.dat,Temporal + espectral + Wavelet,Características completas,0.44636113129542865
LIV,preprocess_Reading58.dat,Temporal + espectral + Wavelet,Características completas,0.4413790867996567
LIV,preprocess_Reading59.dat,Temporal + espectral + Wavelet,Características completas,0.3239428493429192
LIV,preprocess_Reading60.dat,Temporal + espectral + Wavelet,Características completas,0.4147260862944439
LIV,preprocess_Reading61.dat,Temporal + espectral + Wavelet,Características completas,0.3764107823800618
LIV,preprocess_Reading62.dat,Temporal + espectral + Wavelet,Características completas,0.3234216953298046
LIV,preprocess_Reading63.dat,Temporal + espectral + Wavelet,Características completas,0.3354273926090344
LIV,preprocess_Reading64.dat,Temporal + espectral + Wavelet,Características completas,0.434947196857706
LIV,preprocess_Reading65.dat,Temporal + espectral + Wavelet,Características completas,0.36938538808625987
LIV,preprocess_Reading66.dat,Temporal + espectral + Wavelet,Características completas,0.07847768836688078
LIV,preprocess_Reading67.dat,Temporal + espectral + Wavelet,Características completas,-0.02084302500469333
LIV,preprocess_Reading68.dat,Temporal + espectral + Wavelet,Características completas,0.39599182489004303
LIV,preprocess_Reading69.dat,Temporal + espectral + Wavelet,Características completas,0.32221664940789346
LIV,preprocess_Reading70.dat,Temporal + espectral + Wavelet,Características completas,0.3294024802270988
LIV,preprocess_Reading71.dat,Temporal + espectral + Wavelet,Características completas,0.2760085455701888
LIV,preprocess_Reading72.dat,Temporal + espectral + Wavelet,Características completas,-0.1946663905000235
LIV,preprocess_Reading73.dat,Temporal + espectral + Wavelet,Características completas,-0.1072257219995028
LIV,preprocess_Reading74.dat,Temporal + espectral + Wavelet,Características completas,0.05476705716185626
LIV,preprocess_Reading75.dat,Temporal + espectral + Wavelet,Características completas,-0.14087095507920974
LIV,preprocess_Reading76.dat,Temporal + espectral + Wavelet,Características completas,-0.42852973893978286
LIV,preprocess_Reading77.dat,Temporal + espectral + Wavelet,Características completas,-0.36964299247256704
LIV,preprocess_Reading78.dat,Temporal + espectral + Wavelet,Características completas,-0.12484261000341473
LIV,preprocess_Reading79.dat,Temporal + espectral + Wavelet,Características completas,-0.06347641377350986
LIV,preprocess_Reading80.dat,Temporal + espectral + Wavelet,Características completas,-0.031724285145503336
LIV,preprocess_Reading81.dat,Temporal + espectral + Wavelet,Características completas,-0.229634087641965
LIV,preprocess_Reading82.dat,Temporal + espectral + Wavelet,Características completas,-0.0455959848314241
LIV,preprocess_Reading83.dat,Temporal + espectral + Wavelet,Características completas,0.024410535371191852
LIV,preprocess_Reading84.dat,Temporal + espectral + Wavelet,Características completas,0.005924252048760787
LIV,preprocess_Reading85.dat,Temporal + espectral + Wavelet,Características completas,0.2192014170802571
LIV,preprocess_Reading86.dat,Temporal + espectral + Wavelet,Características completas,0.281148122237214
LIV,preprocess_Reading87.dat,Temporal + espectral + Wavelet,Características completas,0.36515118504827937
LIV,preprocess_Reading88.dat,Temporal + espectral + Wavelet,Características completas,0.33907849399400625
LIV,preprocess_Reading89.dat,Temporal + espectral + Wavelet,Características completas,0.20107367168858198
LIV,preprocess_Reading90.dat,Temporal + espectral + Wavelet,Características completas,0.36994398296534
LIV,preprocess_Reading91.dat,Temporal + espectral + Wavelet,Características completas,0.42769791055271567
LIV,preprocess_Reading92.dat,Temporal + espectral + Wavelet,Características completas,0.3803747160249683
LIV,preprocess_Reading93.dat,Temporal + espectral + Wavelet,Características completas,0.3770180948781074
LIV,preprocess_Reading94.dat,Temporal + espectral + Wavelet,Características completas,0.3887144107010026
LIV,preprocess_Reading95.dat,Temporal + espectral + Wavelet,Características completas,0.457804466543565
LIV,preprocess_Reading96.dat,Temporal + espectral + Wavelet,Características completas,0.407484978248498
LIV,preprocess_Reading97.dat,Temporal + espectral + Wavelet,Características completas,0.46575461135027907
LIV,preprocess_Reading98.dat,Temporal + espectral + Wavelet,Características completas,0.4347721527063818
LIV,preprocess_Reading99.dat,Temporal + espectral + Wavelet,Características completas,0.40759389575978133
LIV,preprocess_Reading100.dat,Temporal + espectral + Wavelet,Características completas,0.3259874510669789
LIV,preprocess_Reading101.dat,Temporal + espectral + Wavelet,Características completas,0.3630414706142306
LIV,preprocess_Reading102.dat,Temporal + espectral + Wavelet,Características completas,0.4538645269607537
LIV,preprocess_Reading103.dat,Temporal + espectral + Wavelet,Características completas,0.43583827669573033
LIV,preprocess_Reading104.dat,Temporal + espectral + Wavelet,Características completas,0.4315844753274513
LIV,preprocess_Reading105.dat,Temporal + espectral + Wavelet,Características completas,0.4216669870043371
LIV,preprocess_Reading106.dat,Temporal + espectral + Wavelet,Características completas,0.44674632539772513
LIV,preprocess_Reading107.dat,Temporal + espectral + Wavelet,Características completas,0.4510272814675992
LIV,preprocess_Reading108.dat,Temporal + espectral + Wavelet,Características completas,0.456091599332087
LIV,preprocess_Reading109.dat,Temporal + espectral + Wavelet,Características completas,0.4739003930835944
LIV,preprocess_Reading110.dat,Temporal + espectral + Wavelet,Características completas,0.4673065622459182
LIV,preprocess_Reading111.dat,Temporal + espectral + Wavelet,Características completas,0.3274102181225221
LIV,preprocess_Reading112.dat,Temporal + espectral + Wavelet,Características completas,0.3941165553013517
LIV,preprocess_Reading113.dat,Temporal + espectral + Wavelet,Características completas,0.4166656174787162
LIV,preprocess_Reading114.dat,Temporal + espectral + Wavelet,Características completas,-0.055834824719791606
LIV,preprocess_Reading115.dat,Temporal + espectral + Wavelet,Características completas,0.32672342862325127
LIV,preprocess_Reading116.dat,Temporal + espectral + Wavelet,Características completas,0.4229833517992072
LIV,preprocess_Reading117.dat,Temporal + espectral + Wavelet,Características completas,0.4078503454239519
LIV,preprocess_Reading118.dat,Temporal + espectral + Wavelet,Características completas,0.4213171069812052
LIV,preprocess_Reading119.dat,Temporal + espectral + Wavelet,Características completas,0.4117481087703292
LIV,preprocess_Reading120.dat,Temporal + espectral + Wavelet,Características completas,0.4479179454092129
LIV,preprocess_Reading121.dat,Temporal + espectral + Wavelet,Características completas,0.3330359353353064
LIV,preprocess_Reading122.dat,Temporal + espectral + Wavelet,Características completas,0.17628826289054375
LIV,preprocess_Reading123.dat,Temporal + espectral + Wavelet,Características completas,0.3745714129083773
LIV,preprocess_Reading124.dat,Temporal + espectral + Wavelet,Características completas,0.4088999969591141
LIV,preprocess_Reading125.dat,Temporal + espectral + Wavelet,Características completas,0.36451353528220326
LIV,preprocess_Reading126.dat,Temporal + espectral + Wavelet,Características completas,0.43583296036330743
LIV,preprocess_Reading127.dat,Temporal + espectral + Wavelet,Características completas,0.43862196833564004
LIV,preprocess_Reading128.dat,Temporal + espectral + Wavelet,Características completas,0.3715837066645918
LIV,preprocess_Reading129.dat,Temporal + espectral + Wavelet,Características completas,0.26892850557805986
LIV,preprocess_Reading130.dat,Temporal + espectral + Wavelet,Características completas,0.34290560719158286
LIV,preprocess_Reading131.dat,Temporal + espectral + Wavelet,Características completas,0.27928115870643144
LIV,preprocess_Reading132.dat,Temporal + espectral + Wavelet,Características completas,-0.0972942303909196
LIV,preprocess_Reading133.dat,Temporal + espectral + Wavelet,Características completas,0.39041979700906837
LIV,preprocess_Reading134.dat,Temporal + espectral + Wavelet,Características completas,0.15190819816453055
LIV,preprocess_Reading135.dat,Temporal + espectral + Wavelet,Características completas,0.3880827419730192
LIV,preprocess_Reading136.dat,Temporal + espectral + Wavelet,Características completas,0.21631287166048713
LIV,preprocess_Reading137.dat,Temporal + espectral + Wavelet,Características completas,0.2546361991876245
LIV,preprocess_Reading138.dat,Temporal + espectral + Wavelet,Características completas,0.2747946014650351
LIV,preprocess_Reading139.dat,Temporal + espectral + Wavelet,Características completas,0.32364414357525784
LIV,preprocess_Reading140.dat,Temporal + espectral + Wavelet,Características completas,0.29205608895439694
LIV,preprocess_Reading141.dat,Temporal + espectral + Wavelet,Características completas,0.4092886450949161
LIV,preprocess_Reading142.dat,Temporal + espectral + Wavelet,Características completas,0.15219220034228295
LIV,preprocess_Reading143.dat,Temporal + espectral + Wavelet,Características completas,0.12384181488399867
LIV,preprocess_Reading144.dat,Temporal + espectral + Wavelet,Características completas,0.2902632029788013
LIV,preprocess_Reading145.dat,Temporal + espectral + Wavelet,Características completas,0.15726226880012298
LIV,preprocess_Reading146.dat,Temporal + espectral + Wavelet,Características completas,0.07631094657676955
LIV,preprocess_Reading147.dat,Temporal + espectral + Wavelet,Características completas,-0.055785880472891576
LIV,preprocess_Reading148.dat,Temporal + espectral + Wavelet,Características completas,0.012457602543608835
LIV,preprocess_Reading149.dat,Temporal + espectral + Wavelet,Características completas,0.12181259350473952
LIV,preprocess_Reading150.dat,Temporal + espectral + Wavelet,Características completas,-0.05926131091688566
LIV,preprocess_Reading151.dat,Temporal + espectral + Wavelet,Características completas,-0.21645650847224213
LIV,preprocess_Reading152.dat,Temporal + espectral + Wavelet,Características completas,-0.1317018765565501
LIV,preprocess_Reading153.dat,Temporal + espectral + Wavelet,Características completas,-0.2519635471252425
